,<built-in function id>,average,avg_diff,dist_min_max,id,length,max,mean,min,q1,q2,q3,sorted_percentage,std_deviation,target,variance
6317,7,4525367.77,-28490.45514,4294744638,8994,100000,2147404833,4525367.77,-2147339805,-1068356609,9611617,1064633401,49.978,1237001092,2,1.53E+18
6318,8,-1040659.517,-6590.888509,4294950144,8995,100000,2147468800,-1040659.517,-2147481344,-1072113814,-1746959,1066846094,49.893,1236626272,2,1.53E+18
6319,9,1552442.106,150.9712597,4294956801,8996,100000,2147474346,1552442.106,-2147482455,-1072630976,2025922,1074650935,49.971,1241153732,2,1.54E+18
6320,0,1223270.346,29573.82483,4294915109,8997,100000,2147438696,1223270.346,-2147476413,-1069819930,4112465,1071410554,49.816,1237914548,2,1.53E+18
6321,1,3580442.477,-19404.29898,4294887078,8998,100000,2147470313,3580442.477,-2147416765,-1068660014,5922685.5,1072165343,50.095,1238795951,2,1.53E+18
6322,2,2204645.644,-11294.00452,4294790009,8999,100000,2147345999,2204645.644,-2147444010,-1071757134,5384709.5,1074327376,49.908,1237357537,1,1.53E+18
6323,3,-4036846.888,-17839.26028,4294887120,9000,100000,2147457672,-4036846.888,-2147429448,-1082987079,-1401048.5,1066960739,49.981,1240007395,2,1.54E+18
6324,4,-1430817.983,19638.63082,4294691582,9001,100000,2147287956,-1430817.983,-2147403626,-1076483946,2779781,1073549958,50.018,1238974050,2,1.54E+18
6325,5,631789.7628,-15517.15773,4294941043,9002,100000,2147482255,631789.7628,-2147458788,-1073387611,-6131452.5,1079428894,49.974,1241382908,2,1.54E+18
6326,6,-2805675.478,5818.446474,4294893891,9003,100000,2147464496,-2805675.478,-2147429395,-1076959516,-7737020.5,1071332012,49.877,1240077719,2,1.54E+18
6327,7,-5815295.053,-2265.513125,4294863833,9004,100000,2147410400,-5815295.053,-2147453433,-1081015471,-5535617.5,1064317049,49.992,1239868888,2,1.54E+18
6328,8,-46011.09025,-9685.824428,4294802924,9005,100000,2147349378,-46011.09025,-2147453546,-1075136966,-604659.5,1071206256,50.085,1239303944,2,1.54E+18
6329,9,-4748367.216,13085.19366,4294918922,9006,100000,2147437482,-4748367.216,-2147481440,-1074434524,-4970170.5,1062356392,49.982,1235353840,2,1.53E+18
6330,0,-10711693.88,-27249.39542,4294892418,9007,100000,2147434773,-10711693.88,-2147457645,-1087872872,-19004527,1062202878,49.852,1240738741,2,1.54E+18
6331,1,135569.8818,23131.23437,4294920596,9008,100000,2147474975,135569.8818,-2147445621,-1072993819,-1005546.5,1069659601,50.115,1239471568,2,1.54E+18
6332,2,-1471929.948,-28945.01969,4294824492,9010,100000,2147361316,-1471929.948,-2147463176,-1073401831,-2681023.5,1070860314,50.038,1239761815,2,1.54E+18
6333,3,1997459.074,4166.884569,4294849617,9012,100000,2147393398,1997459.074,-2147456219,-1073038050,-99969.5,1078095666,49.977,1239101360,2,1.54E+18
6334,4,355305.7642,-12902.81981,4294852212,9013,100000,2147482141,355305.7642,-2147370071,-1071234219,-442699,1071962876,50.025,1239781845,2,1.54E+18
6335,5,4451998.297,-10095.61489,4294874823,9014,100000,2147428954,4451998.297,-2147445869,-1065803477,6389210,1076070701,49.987,1239843409,2,1.54E+18
6336,6,-9260193.974,-23635.58749,4294912112,9015,100000,2147453895,-9260193.974,-2147458217,-1083209173,-13357159,1060153974,50.022,1237478416,2,1.53E+18
6337,7,1469586.67,-18014.01528,4294872943,9018,100000,2147466602,1469586.67,-2147406341,-1071778465,4418457.5,1073617918,49.832,1240090862,2,1.54E+18
6338,8,4717876.227,-9172.275913,4294917636,9019,100000,2147481085,4717876.227,-2147436551,-1070866069,6657526.5,1082561492,50.014,1241566557,2,1.54E+18
6339,9,1691486.717,12413.06904,4294635955,9020,100000,2147466816,1691486.717,-2147169139,-1070011943,2782852,1073939806,49.989,1239660461,2,1.54E+18
6340,0,-137335.1998,-31052.09343,4294903085,9021,100000,2147473192,-137335.1998,-2147429893,-1069410863,621480,1067987925,50.033,1236031006,2,1.53E+18
6341,1,-2210242.258,-1799.732097,4294903814,9023,100000,2147463690,-2210242.258,-2147440124,-1073398743,-10565277,1072641520,49.855,1239346021,2,1.54E+18
6342,2,-3344223.43,9836.097321,4294931517,9025,100000,2147463974,-3344223.43,-2147467543,-1081432105,-1332060.5,1070519700,49.975,1240199475,1,1.54E+18
6343,3,7602452.72,-30065.38471,4294940939,9026,100000,2147482581,7602452.72,-2147458358,-1060406038,11706303,1079902128,49.947,1237341756,2,1.53E+18
6344,4,223895.6927,-3362.874479,4294902249,9027,100000,2147445241,223895.6927,-2147457008,-1071441119,3625395,1071355721,50.013,1238329441,1,1.53E+18
6345,5,-217007.2958,-30030.99358,4294918070,9033,100000,2147447028,-217007.2958,-2147471042,-1074361210,3154369.5,1073968458,50.057,1240438699,2,1.54E+18
6346,6,-423072.0129,5113.263813,4294939153,9034,100000,2147460501,-423072.0129,-2147478652,-1075407236,-2931882,1075200567,49.764,1241979950,2,1.54E+18
6347,7,-5967735.6,34965.27737,4294918346,9035,100000,2147464776,-5967735.6,-2147453570,-1078190624,-12205644.5,1064873741,49.963,1240058564,2,1.54E+18
6348,8,-5935384.183,-8928.198142,4294744647,9036,100000,2147426625,-5935384.183,-2147318022,-1083891028,-10903943,1072142009,49.989,1241158066,2,1.54E+18
6349,9,-2125507.282,3899.832728,4294812842,9037,100000,2147420969,-2125507.282,-2147391873,-1077762438,-366516,1073224889,50.058,1240348392,2,1.54E+18
6350,0,5513610.339,2057.781058,4294901154,9040,100000,2147442841,5513610.339,-2147458313,-1066159748,4931571.5,1080146920,49.98,1238918135,2,1.53E+18
6351,1,-1119613.878,27939.59697,4294943279,9041,100000,2147462319,-1119613.878,-2147480960,-1074842780,4415620,1067471268,49.931,1238515152,1,1.53E+18
6352,2,4321809.127,-32942.58523,4294873748,9042,100000,2147441384,4321809.127,-2147432364,-1067058774,6609823,1078143096,50.07,1239646517,2,1.54E+18
6353,3,3195182.31,6970.216252,4294928043,9044,100000,2147473305,3195182.31,-2147454738,-1076640203,7527087,1078100512,50.019,1239161886,2,1.54E+18
6354,4,-5477674.249,9922.933319,4294861006,9045,100000,2147379504,-5477674.249,-2147481502,-1081982949,-6137721.5,1070496164,50.037,1242401612,2,1.54E+18
6355,5,-4648353.629,-9557.00361,4294876468,9046,100000,2147460117,-4648353.629,-2147416351,-1079153025,-3710475.5,1063563025,49.908,1238758572,1,1.53E+18
6356,6,-4491058.284,-3177.596236,4294842104,9047,100000,2147433804,-4491058.284,-2147408300,-1084684463,-4137954,1070097759,49.973,1242425995,2,1.54E+18
6357,7,908236.6398,-11864.69255,4294757077,9049,100000,2147335051,908236.6398,-2147422026,-1071230291,5036679.5,1071063738,49.966,1239308296,2,1.54E+18
6358,8,990638.5312,4849.796688,4294867717,9052,100000,2147464103,990638.5312,-2147403614,-1071441617,-5708287.5,1078081957,50.066,1241385025,2,1.54E+18
6359,9,1099830.195,-29102.33591,4294947804,9053,100000,2147479863,1099830.195,-2147467941,-1074045450,3972457,1070190414,49.959,1239065807,2,1.54E+18
6360,0,-4110582.703,-910.0662107,4294913887,9054,100000,2147476011,-4110582.703,-2147437876,-1071753330,-11644291,1068942171,50.048,1238717025,2,1.53E+18
6361,1,474745.758,-3395.591786,4294940489,9056,100000,2147483178,474745.758,-2147457311,-1071875304,-6354513.5,1078527770,50.109,1240229168,2,1.54E+18
6362,2,5181684.764,-8172.289223,4294790961,9057,100000,2147343761,5181684.764,-2147447200,-1065264905,3397817.5,1070289043,50.028,1238987305,2,1.54E+18
6363,3,8068306.103,35277.69838,4294806439,9059,100000,2147457000,8068306.103,-2147349439,-1068125374,13760716.5,1083666233,50.032,1239611696,2,1.54E+18
6364,4,-7815297.43,-6180.676517,4294873587,9060,100000,2147465404,-7815297.43,-2147408183,-1079902097,-10885255.5,1060981339,49.925,1239798767,2,1.54E+18
6365,5,4228496.636,15705.88508,4294937427,9061,100000,2147457105,4228496.636,-2147480322,-1071734280,2103360.5,1078073037,50.075,1240019183,2,1.54E+18
6366,6,-1729503.453,-28445.37546,4294945441,9063,100000,2147481905,-1729503.453,-2147463536,-1067365184,-3030269.5,1070520125,50.034,1235983959,2,1.53E+18
6367,7,-9367226.378,14990.58458,4294896292,9064,100000,2147425920,-9367226.378,-2147470372,-1081560037,-14863596.5,1060320462,50.023,1238845948,2,1.53E+18
6368,8,1060573.535,-978.1185812,4294930185,9065,100000,2147452217,1060573.535,-2147477968,-1074512527,-908686.5,1083563182,49.877,1241811104,2,1.54E+18
6369,9,-2146390.245,-34475.3818,4294934908,9067,100000,2147477197,-2146390.245,-2147457711,-1081851472,-4263314.5,1081312477,50.024,1243170854,2,1.55E+18
6370,0,2515652.705,-37756.02579,4294917593,9068,100000,2147452515,2515652.705,-2147465078,-1074701238,10260314,1076770320,49.896,1242192941,2,1.54E+18
6371,1,-838657.3914,-80.33169332,4294936933,9069,100000,2147456286,-838657.3914,-2147480647,-1073463506,240007,1071009169,49.932,1237324328,2,1.53E+18
6372,2,-792272.3922,31885.64807,4294957831,9070,100000,2147478197,-792272.3922,-2147479634,-1076892556,-5717106.5,1076631226,50.331,1242349310,2,1.54E+18
6373,3,-5627501.819,-19140.03423,4294923957,9071,100000,2147447325,-5627501.819,-2147476632,-1084301776,-13381504.5,1071191064,50.098,1241169097,2,1.54E+18
6374,4,-2126697.979,6456.365424,4294916141,9072,100000,2147473823,-2126697.979,-2147442318,-1070610974,-3140813,1065022483,49.928,1237406374,2,1.53E+18
6375,5,2920534.154,12421.1271,4294899010,9077,100000,2147419889,2920534.154,-2147479121,-1071661773,579642,1080777575,50.03,1239802315,2,1.54E+18
6376,6,-4836892.084,-6623.223222,4294780392,9078,100000,2147451014,-4836892.084,-2147329378,-1078750656,-6516329.5,1070773489,49.983,1240207101,2,1.54E+18
6377,7,1100190.262,-11764.02912,4294913441,9079,100000,2147481940,1100190.262,-2147431501,-1069725670,2925980,1077639572,49.938,1239035510,1,1.54E+18
6378,8,-7303369.475,-15988.96375,4294906768,9080,100000,2147458628,-7303369.475,-2147448140,-1087437306,-6796326,1072660434,50.041,1242550278,2,1.54E+18
6379,9,-3980174.992,-4489.085061,4294714623,9081,100000,2147319766,-3980174.992,-2147394857,-1079621161,-4093366.5,1070709339,50.054,1240125251,2,1.54E+18
6380,0,2028639.569,-23762.85131,4294949330,9083,100000,2147482796,2028639.569,-2147466534,-1069759463,-864485.5,1079937051,49.981,1240192830,2,1.54E+18
6381,1,7566278.637,19222.8663,4294876194,9085,100000,2147475288,7566278.637,-2147400906,-1067503021,9052589.5,1087613872,50.025,1241203920,2,1.54E+18
6382,2,-3103386.826,-17692.27843,4294862408,9088,100000,2147451137,-3103386.826,-2147411271,-1078808852,-4825487,1074148224,50.14,1242069969,2,1.54E+18
6383,3,-1756820.356,-11174.19224,4294777883,9089,100000,2147478593,-1756820.356,-2147299290,-1074471321,-2703867,1072494630,49.96,1240337720,2,1.54E+18
6384,4,2626904.055,23466.63343,4294884760,9093,100000,2147456002,2626904.055,-2147428758,-1068468164,-255074,1076855958,50.056,1238790414,2,1.53E+18
6385,5,-187794.8401,-11636.3955,4294801556,9094,100000,2147342835,-187794.8401,-2147458721,-1073455716,-1730641,1066654314,50.119,1237310254,2,1.53E+18
6386,6,5347361.671,-12420.07455,4294874080,9095,100000,2147457466,5347361.671,-2147416614,-1064075730,4083525,1076770110,49.926,1240548116,2,1.54E+18
6387,7,1792507.384,-6571.095481,4294870585,9096,100000,2147458765,1792507.384,-2147411820,-1075093480,4866390,1076651015,50.032,1242483746,2,1.54E+18
6388,8,4763334.228,15191.66973,4294790878,9097,100000,2147352335,4763334.228,-2147438543,-1074046573,9093874.5,1083662302,50.01,1243443481,2,1.55E+18
6389,9,135746.9509,-18728.4242,4294944096,9098,100000,2147474792,135746.9509,-2147469304,-1076203613,852815.5,1074212469,50.014,1240406265,2,1.54E+18
6390,0,4571721.412,4506.805698,4294723557,9100,100000,2147459930,4571721.412,-2147263627,-1067181053,2517795.5,1081936184,49.931,1240146711,2,1.54E+18
6391,1,-96926.14243,-6974.421304,4294916038,9101,100000,2147442285,-96926.14243,-2147473753,-1078270536,2347380,1078282603,50.049,1241838870,2,1.54E+18
6392,2,5922117.849,-2542.00923,4294924732,9105,100000,2147482823,5922117.849,-2147441909,-1061976810,7338425,1078220420,50.069,1238104286,2,1.53E+18
6393,3,6124703.555,10989.39538,4294912292,9107,100000,2147443883,6124703.555,-2147468409,-1064543014,3931468.5,1078849654,50.138,1238370609,2,1.53E+18
6394,4,-1893391.915,-23228.53441,4294772770,9108,100000,2147297587,-1893391.915,-2147475183,-1074559805,-3362270,1071128437,49.846,1238389946,2,1.53E+18
6395,5,-7613933.672,-18256.5513,4294781055,9109,100000,2147332287,-7613933.672,-2147448768,-1086203827,-2840304,1067254521,50.116,1241652624,2,1.54E+18
6396,6,3424787.49,-17467.98924,4294739337,9112,100000,2147392192,3424787.49,-2147347145,-1067081410,5041751,1078753512,49.774,1238696103,2,1.53E+18
6397,7,5324220.825,13743.92498,4294943435,9113,100000,2147474748,5324220.825,-2147468687,-1065411003,10204212,1073019827,49.918,1239348691,2,1.54E+18
6398,8,-4038588.22,5648.098231,4294855319,9114,100000,2147437760,-4038588.22,-2147417559,-1067403065,-8148631.5,1064728901,49.853,1234727999,2,1.52E+18
6399,9,-3502199.651,-18956.79033,4294757212,9115,100000,2147295244,-3502199.651,-2147461968,-1077462862,-1048330,1069354426,49.919,1239599574,2,1.54E+18
6400,0,-3891623.627,-27348.07432,4294748095,9116,100000,2147265382,-3891623.627,-2147482713,-1077557863,-8169207,1071794202,50.033,1240127709,2,1.54E+18
6401,1,-1434968.089,3508.765008,4294942525,9118,100000,2147461672,-1434968.089,-2147480853,-1080554992,3818674,1074177341,50.018,1240531623,2,1.54E+18
6402,2,5818658.978,26978.908,4294945584,9119,100000,2147466995,5818658.978,-2147478589,-1065472560,11647729.5,1079390242,49.974,1239732191,2,1.54E+18
6403,3,749406.9075,12207.67089,4294874848,9120,100000,2147444879,749406.9075,-2147429969,-1077195149,4426484,1075745787,50.04,1241285246,2,1.54E+18
6404,4,4520695.693,6837.296383,4294920142,9121,100000,2147477593,4520695.693,-2147442549,-1071382390,9131632,1075704567,50.018,1238435577,2,1.53E+18
6405,5,2964925.752,-30821.0021,4294919337,9124,100000,2147460676,2964925.752,-2147458661,-1070594087,6112976,1075412840,50.055,1239623929,2,1.54E+18
6406,6,1992092.383,6159.819008,4294865395,9125,100000,2147419318,1992092.383,-2147446077,-1070355878,-239789.5,1072561238,49.968,1239727786,2,1.54E+18
6407,7,-3861542.63,-1274.381354,4294848333,9126,100000,2147463399,-3861542.63,-2147384934,-1078169659,64580.5,1072470014,49.936,1240475735,2,1.54E+18
6408,8,8712737.89,30245.02342,4294901826,9127,100000,2147475732,8712737.89,-2147426094,-1064056972,10575806.5,1087938012,50.114,1241279854,2,1.54E+18
6409,9,-8326412.384,2799.356154,4294915939,9128,100000,2147474231,-8326412.384,-2147441708,-1086313315,-8533273,1065845197,50.103,1240946555,2,1.54E+18
6410,0,958595.993,-15386.19633,4294924789,9130,100000,2147482395,958595.993,-2147442394,-1076577023,2821580,1076758498,50.093,1240558785,2,1.54E+18
6411,1,3009094.79,2752.96591,4294899563,9131,100000,2147442420,3009094.79,-2147457143,-1069092556,8467177,1078045671,49.817,1239978996,2,1.54E+18
6412,2,334650.6959,-15025.81695,4294843568,9133,100000,2147415656,334650.6959,-2147427912,-1073113626,1975709.5,1076304987,49.975,1239425804,2,1.54E+18
6413,3,-1069548.711,7987.747117,4294908620,9134,100000,2147426335,-1069548.711,-2147482285,-1075910403,586848.5,1073509730,49.95,1240342156,2,1.54E+18
6414,4,5964944.514,2206.767158,4294814940,9135,100000,2147426102,5964944.514,-2147388838,-1072604551,9744585.5,1087196141,49.983,1242544612,2,1.54E+18
6415,5,-3795246.849,1248.400954,4294836924,9136,100000,2147425061,-3795246.849,-2147411863,-1077514204,-7876197.5,1066451396,50.052,1238184670,2,1.53E+18
6416,6,-3809124.907,13800.75812,4294872246,9138,100000,2147394732,-3809124.907,-2147477514,-1083752840,-5879644,1081104271,49.871,1242273334,2,1.54E+18
6417,7,7082965.538,10313.89738,4294779288,9139,100000,2147335237,7082965.538,-2147444051,-1064484674,9073585.5,1083004394,50.141,1239599402,2,1.54E+18
6418,8,2189725.797,-15412.68333,4294798260,9140,100000,2147455419,2189725.797,-2147342841,-1070061602,124144.5,1075684532,49.998,1238467595,2,1.53E+18
6419,9,2229455.324,34233.53832,4294916930,9141,100000,2147441608,2229455.324,-2147475322,-1071138995,4731736,1079405291,50.079,1240495760,2,1.54E+18
6420,0,-5529617.909,18820.38926,4294915869,9142,100000,2147475762,-5529617.909,-2147440107,-1086519670,-9614413,1071091403,49.951,1240806779,2,1.54E+18
6421,1,986478.2393,22252.65148,4294891751,9143,100000,2147425834,986478.2393,-2147465917,-1070454667,1648241,1068045890,50,1237142713,2,1.53E+18
6422,2,1504964.191,17212.44459,4294865276,9144,100000,2147448104,1504964.191,-2147417172,-1067914225,3744553.5,1073302334,49.834,1238041085,2,1.53E+18
6423,3,-2439751.204,-20160.18709,4294837988,9145,100000,2147430864,-2439751.204,-2147407124,-1081548180,-6056503.5,1077623727,50.004,1241958277,2,1.54E+18
6424,4,3087217.826,-16882.9228,4294936555,9146,100000,2147471049,3087217.826,-2147465506,-1072593620,6786105.5,1075390175,50.107,1240542643,2,1.54E+18
6425,5,-7158189.472,-8545.96159,4294944350,9147,100000,2147461780,-7158189.472,-2147482570,-1093473474,-8593830.5,1072819917,49.984,1244224287,2,1.55E+18
6426,6,1220501.761,37638.67817,4294921500,9148,100000,2147449013,1220501.761,-2147472487,-1073881003,204068,1071454621,49.779,1238628912,2,1.53E+18
6427,7,266679.0469,29119.75264,4294875582,9149,100000,2147414126,266679.0469,-2147461456,-1073524973,-2163818,1073309426,50.102,1238833460,2,1.53E+18
6428,8,1333160.046,-8888.429464,4294850146,9150,100000,2147402472,1333160.046,-2147447674,-1067077336,1827877.5,1072484977,49.883,1237854914,2,1.53E+18
6429,9,-2340973.007,-15010.27006,4294927390,9151,100000,2147446413,-2340973.007,-2147480977,-1076395197,761753,1065649419,49.903,1238938951,2,1.53E+18
6430,0,-2835770.843,-1933.593596,4294908106,9154,100000,2147439168,-2835770.843,-2147468938,-1081389265,-1205021.5,1073506984,50.016,1241725014,2,1.54E+18
6431,1,3443732.616,-6067.056091,4294897397,9155,100000,2147450039,3443732.616,-2147447358,-1066349655,4822656,1076349321,49.895,1240020080,2,1.54E+18
6432,2,-2144019.578,12053.02408,4294776580,9158,100000,2147316793,-2144019.578,-2147459787,-1075788082,-8266771.5,1071547834,50.096,1238299391,2,1.53E+18
6433,3,-348660.8473,-13950.73184,4294906288,9159,100000,2147442416,-348660.8473,-2147463872,-1076071065,947869,1071516924,50.073,1239114710,2,1.54E+18
6434,4,472107.6714,2849.03596,4294865899,9160,100000,2147391866,472107.6714,-2147474033,-1074825956,6007612.5,1070938559,50.044,1239206750,2,1.54E+18
6435,5,-964457.6927,4767.779658,4294832198,9161,100000,2147403348,-964457.6927,-2147428850,-1071934625,-4134840.5,1069260678,49.822,1239645240,2,1.54E+18
6436,6,-511153.0755,4706.882609,4294910836,9162,100000,2147450692,-511153.0755,-2147460144,-1071304402,112729.5,1062350526,50.015,1237326178,2,1.53E+18
6437,7,-384591.0376,3553.695437,4294935419,9163,100000,2147471442,-384591.0376,-2147463977,-1073339150,-425996.5,1071499339,49.871,1239460984,2,1.54E+18
6438,8,-1879767.886,-14608.70974,4294822942,9165,100000,2147396602,-1879767.886,-2147426340,-1065486516,-3914736.5,1063382176,50.189,1234866525,1,1.52E+18
6439,9,568676.8445,14611.0723,4294925005,9166,100000,2147448997,568676.8445,-2147476008,-1077007254,4488271.5,1073050173,49.814,1239929765,2,1.54E+18
6440,0,3768076.064,-11287.33403,4294760477,9167,100000,2147334219,3768076.064,-2147426258,-1069398745,2808599,1079780834,50.039,1240493056,2,1.54E+18
6441,1,3253623.368,27091.20607,4294926897,9168,100000,2147480603,3253623.368,-2147446294,-1069891328,-1889046.5,1079543786,49.921,1240532008,2,1.54E+18
6442,2,5707548.163,-4443.416664,4294954830,9170,100000,2147478048,5707548.163,-2147476782,-1073198867,2796464.5,1084999738,49.98,1242571782,1,1.54E+18
6443,3,1299103.997,29531.074,4294906437,9173,100000,2147436422,1299103.997,-2147470015,-1070507089,3558007.5,1080789581,50.092,1242130091,1,1.54E+18
6444,4,-4829154.854,37767.42127,4294891048,9174,100000,2147458094,-4829154.854,-2147432954,-1082541966,-7856244.5,1068591410,50.086,1240786678,2,1.54E+18
6445,5,-1119757.001,-15484.39715,4294787614,9175,100000,2147406981,-1119757.001,-2147380633,-1070358711,-6908210.5,1070352285,50.02,1237839996,2,1.53E+18
6446,6,17303.83079,-9067.315723,4294865101,9176,100000,2147416790,17303.83079,-2147448311,-1071284816,-3702153.5,1071034053,49.98,1238962316,2,1.54E+18
6447,7,4068770.035,29415.23346,4294928135,9178,100000,2147463879,4068770.035,-2147464256,-1063911143,8567054,1070726596,50.099,1238517810,2,1.53E+18
6448,8,5744947.346,31675.01754,4294929276,9179,100000,2147460923,5744947.346,-2147468353,-1062143094,5864706,1083088748,49.941,1239532449,2,1.54E+18
6449,9,-3751525.017,12375.17939,4294609992,9180,100000,2147137256,-3751525.017,-2147472736,-1074790484,-5149207,1070488452,49.991,1240040752,2,1.54E+18
6450,0,-5225228.2,16312.23055,4294834361,9181,100000,2147475206,-5225228.2,-2147359155,-1080595945,-5939628.5,1067155374,49.958,1241023621,2,1.54E+18
6451,1,-2610758.322,-25029.12675,4294908850,9182,100000,2147435291,-2610758.322,-2147473559,-1084435145,1722674,1069617148,49.965,1240416935,1,1.54E+18
6452,2,2461439.727,1458.01495,4294842446,9184,100000,2147464350,2461439.727,-2147378096,-1070830998,-385772,1076403554,49.753,1238965448,2,1.54E+18
6453,3,1725777.627,9408.875909,4294855009,9187,100000,2147431325,1725777.627,-2147423684,-1069754194,-325700.5,1072651600,49.969,1237993902,2,1.53E+18
6454,4,-2441719.034,-14203.03041,4294771926,9188,100000,2147344508,-2441719.034,-2147427418,-1075555002,-15646251.5,1072163535,49.902,1241240101,2,1.54E+18
6455,5,8158204.565,-22937.65221,4294795239,9189,100000,2147328561,8158204.565,-2147466678,-1063128568,8567002.5,1082766982,49.857,1238250043,2,1.53E+18
6456,6,2816572.882,17278.16637,4294940911,9190,100000,2147471898,2816572.882,-2147469013,-1074524721,1269429,1076645051,50.26,1241364120,2,1.54E+18
6457,7,-150403.2603,-22785.55323,4294873226,9191,100000,2147427476,-150403.2603,-2147445750,-1065749275,-2050826,1065351967,50.089,1236247448,2,1.53E+18
6458,8,-4056199.514,-7135.579786,4294939020,9192,100000,2147458907,-4056199.514,-2147480113,-1089160283,-4919628.5,1072521631,49.829,1243551811,2,1.55E+18
6459,9,3707437.518,-4873.582926,4294867959,9193,100000,2147472582,3707437.518,-2147395377,-1072498682,4343597.5,1082719600,50.028,1241159293,2,1.54E+18
6460,0,-3568297.473,-37239.67291,4294745418,9194,100000,2147447118,-3568297.473,-2147298300,-1075757367,-4291869.5,1070847921,49.833,1239109289,2,1.54E+18
6461,1,-1754107.891,2953.923079,4294846215,9195,100000,2147437414,-1754107.891,-2147408801,-1074072349,-6410972,1074383784,49.991,1240146758,2,1.54E+18
6462,2,4211346.578,22766.02019,4294846205,9196,100000,2147423040,4211346.578,-2147423165,-1074845427,8657347,1080339656,50.093,1243122466,2,1.55E+18
6463,3,-1460578.246,11777.29715,4294928026,9198,100000,2147474506,-1460578.246,-2147453520,-1073387266,-6126023,1077155941,49.973,1241662771,2,1.54E+18
6464,4,2821465.647,-7482.224962,4294892478,9199,100000,2147413562,2821465.647,-2147478916,-1074069077,9051760,1075061656,50.08,1241811507,2,1.54E+18
6465,5,-1799355.159,-3595.722127,4294863564,9200,100000,2147435075,-1799355.159,-2147428489,-1072307384,-1430558.5,1070140424,49.883,1239253087,2,1.54E+18
6466,6,1342284.657,25661.99033,4294956705,9201,100000,2147474674,1342284.657,-2147482031,-1070949478,1480086,1076981591,50.064,1240073616,2,1.54E+18
6467,7,-219902.6418,-16003.43281,4294779439,9203,100000,2147297516,-219902.6418,-2147481923,-1073867457,-2927958.5,1074420468,49.905,1240037915,1,1.54E+18
6468,8,859344.8389,26414.09973,4294961446,9204,100000,2147479704,859344.8389,-2147481742,-1078075201,-1217104.5,1083018603,49.903,1243493738,2,1.55E+18
6469,9,7963107.249,33431.19569,4294837538,9205,100000,2147423584,7963107.249,-2147413954,-1069047361,12905018,1086492678,49.92,1241386705,2,1.54E+18
6470,0,-3959007.451,-7840.221722,4294957535,9206,100000,2147478243,-3959007.451,-2147479292,-1076214661,-3642010.5,1068977491,50.021,1239913429,2,1.54E+18
6471,1,1514697.08,6971.97678,4294809086,9208,100000,2147458795,1514697.08,-2147350291,-1071157056,-3600527.5,1081188200,49.911,1241279668,2,1.54E+18
6472,2,3746232.632,-9860.877659,4294686588,9209,100000,2147391279,3746232.632,-2147295309,-1067033062,8424848.5,1068731740,50.07,1237986022,2,1.53E+18
6473,3,-792328.3786,229.9409794,4294922135,9210,100000,2147458417,-792328.3786,-2147463718,-1074589652,-3704895,1075481105,50.094,1240265646,2,1.54E+18
6474,4,4394909.446,5781.320603,4294960588,9213,100000,2147478845,4394909.446,-2147481743,-1063869152,12057202,1080992209,50.073,1239612220,2,1.54E+18
6475,5,-6122375.335,17702.71631,4294774242,9214,100000,2147383348,-6122375.335,-2147390894,-1078566671,-10203815,1064346498,50.027,1239608202,2,1.54E+18
6476,6,4217144.419,4211.299553,4294889969,9215,100000,2147423017,4217144.419,-2147466952,-1065537035,2450775.5,1079199506,50.061,1238597693,2,1.53E+18
6477,7,-5179732.442,4058.425344,4294916971,9216,100000,2147436203,-5179732.442,-2147480768,-1088655114,-688908.5,1072478831,49.814,1242794008,2,1.54E+18
6478,8,-484520.9581,-34583.85292,4294752062,9220,100000,2147465625,-484520.9581,-2147286437,-1071579623,1213485.5,1064623192,50.003,1236814246,2,1.53E+18
6479,9,-1964617.18,30685.79589,4294954522,9222,100000,2147474707,-1964617.18,-2147479815,-1075569465,-3389184,1070969116,50.038,1239212299,2,1.54E+18
6480,0,3768322.185,-7067.057571,4294913213,9223,100000,2147438694,3768322.185,-2147474519,-1064658660,367015.5,1078782590,49.917,1238112145,2,1.53E+18
6481,1,3374111.965,11084.82609,4294817020,9225,100000,2147335829,3374111.965,-2147481191,-1072753288,12580422,1078012722,50.052,1239591216,2,1.54E+18
6482,2,-1448609.909,-5002.079831,4294915349,9226,100000,2147465651,-1448609.909,-2147449698,-1075484128,-4924208.5,1070974391,49.86,1239909561,2,1.54E+18
6483,3,-153883.468,-27105.06197,4294939212,9227,100000,2147470387,-153883.468,-2147468825,-1076421928,1012891,1077204645,50.058,1242198037,2,1.54E+18
6484,4,-3118125.911,-14651.34045,4294834161,9229,100000,2147445630,-3118125.911,-2147388531,-1076979653,-6990998.5,1078422402,49.878,1242995364,2,1.55E+18
6485,5,-1706023.944,-16828.36018,4294922110,9230,100000,2147458972,-1706023.944,-2147463138,-1076655619,-9967731.5,1075319346,50.069,1243259700,2,1.55E+18
6486,6,-3570312.438,1229.846048,4294931953,9231,100000,2147466913,-3570312.438,-2147465040,-1077988700,-11112994.5,1070168991,49.981,1240337336,2,1.54E+18
6487,7,-4702773.231,6600.241112,4294902001,9232,100000,2147473294,-4702773.231,-2147428707,-1075887475,-6587158.5,1070951449,49.971,1238457907,2,1.53E+18
6488,8,-290547.9609,-23633.40054,4294860106,9233,100000,2147398889,-290547.9609,-2147461217,-1070834115,-6465134,1071967437,49.955,1238109198,1,1.53E+18
